Marital status,Application mode,Application order,Course,Day/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,1,1,Nursing,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,"Personal Services, Security and SafetyWorkers, and Sellers",Armed Forces Professions,yes,no,no,yes,female,no,18,no,0,7,9,7,13.04444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,Graduate
Married,4,1,Tourism,Day,Higher educationÑdegree,Portuguese,Supplementary Accounting and Administration,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Personal Services, Security and SafetyWorkers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",no,no,no,yes,female,no,39,no,0,6,10,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,Dropout
Single,12,1,Equiniculture,Day,Higher educationÑdegree (Secondary educationst cycle),Portuguese,Supplementary Accounting and Administration,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,27,no,0,6,9,5,13,0,5,11,13,10,12.9,0,12.4,0.5,1.79,Dropout
Single,8,1,Nursing,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",yes,no,no,yes,female,no,18,no,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Graduate
Single,1,3,Animation and Multimedia Design,Day,Secondary education,Portuguese,General commerce course,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",yes,no,no,yes,female,no,18,no,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
Single,1,2,Nursing,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,no,no,no,yes,female,no,18,no,0,7,8,6,13.13333333,0,0,8,12,7,12.22142857,0,16.2,0.3,-0.92,Graduate
Single,15,1,Social Service,Day,Technological specialization course,Portuguese,Supplementary Accounting and Administration,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,yes,21,no,3,6,7,6,12,0,2,6,7,6,12,0,13.9,-0.3,0.79,Graduate
Single,8,3,Animation and Multimedia Design,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,"Skilled Workers in Agriculture, Fisheries, and Forestry",yes,no,no,yes,male,yes,19,no,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Enrolled
Single,8,1,Communication Design,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,male,no,19,no,0,6,6,5,11.4,0,0,6,8,1,10,0,10.8,1.4,1.74,Enrolled
Single,14,1,Communication Design,Day,Secondary education,Portuguese,Higher Education—degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,no,no,no,yes,male,no,24,no,0,6,6,0,0,0,0,6,6,0,0,0,12.7,3.7,-1.7,Enrolled
Divorced,13,1,Nursing,Day,Basic education Higher educationÑdegreerd cycle (OtherÑSecondary educationSecondary educationth Yr of schoolingth/Secondary education0th Yr of schoolingth/Secondary education0th Yr of schoolingth Yr of schoolingÑnot completedth year) or equivalent,Portuguese,Higher Education—degree,Higher Education—degree,Administrative staff,Specialists in Intellectual and Scientific Activities,yes,no,no,yes,male,no,29,no,2,7,10,5,11.9,0,1,8,10,5,11,0,13.9,-0.3,0.79,Dropout
Single,1,3,Animation and Multimedia Design,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,"Skilled Workers in Agriculture, Fisheries, and Forestry",yes,no,no,yes,male,yes,19,no,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
Single,15,1,Agronomy,Day,Technological specialization course,Portuguese,General Course of Administration and Commerce,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",yes,no,no,yes,male,no,23,no,0,6,8,6,12.57142857,0,0,6,7,6,12.42857143,0,8.9,1.4,3.51,Graduate
Single,1,3,Management,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Administrative staff,"Personal Services, Security and SafetyWorkers, and Sellers",no,no,yes,yes,male,no,19,no,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout
Single,12,1,Tourism,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Administrative staff,Student,no,no,no,yes,male,no,26,no,0,6,7,6,12,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled
Single,8,1,Management,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Armed Forces Professions,no,no,no,yes,male,no,18,no,0,5,9,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Enrolled
Single,8,1,Nursing,Day,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,no,24,no,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate
Single,1,1,Animation and Multimedia Design,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,yes,no,no,yes,male,no,19,no,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
Single,8,4,Tourism,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Unknown,Student,Student,yes,no,no,yes,male,no,18,no,0,6,12,3,11.66666667,0,0,6,12,1,12,0,12.4,0.5,1.79,Dropout
Single,1,2,Journalism and Communication,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,male,no,18,no,0,6,8,6,12.33333333,0,0,6,11,3,12.33333333,0,10.8,1.4,1.74,Graduate
Single,8,3,Management,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and SafetyWorkers, and Sellers","Personal Services, Security and SafetyWorkers, and Sellers",yes,no,yes,yes,male,no,18,no,0,5,8,3,10.33333333,0,0,5,11,3,10.85714286,0,10.8,1.4,1.74,Dropout
Single,9,4,Tourism,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",yes,no,no,yes,male,yes,21,no,0,6,8,4,10.5,0,0,6,11,1,11,0,9.4,-0.8,-3.12,Dropout
Single,8,4,Journalism and Communication,Day,Secondary education,Portuguese,Higher Education—degree,Higher Education—degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,yes,no,yes,yes,male,yes,19,no,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,Graduate
Single,8,4,Nursing,Day,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,Unskilled Workers,no,no,no,yes,male,yes,22,no,0,7,7,7,14.84285714,0,0,8,9,8,15.05555556,0,16.2,0.3,-0.92,Graduate
Married,12,1,Social Service (evening attendance),Evening ,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Armed Forces Professions,no,no,no,yes,male,no,33,no,0,6,8,6,12,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Graduate
Single,1,6,Basic Education,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Skilled Workers in Agriculture, Fisheries, and Forestry","Personal Services, Security and SafetyWorkers, and Sellers",yes,no,no,yes,male,no,20,no,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout
Single,12,1,Management (evening attendance),Evening ,Higher educationÑbachelorÕs degree,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,"Skilled Workers in Agriculture, Fisheries, and Forestry",yes,no,no,yes,male,no,35,no,0,1,1,0,0,1,0,5,0,0,0,0,10.8,1.4,1.74,Dropout
Single,12,1,Agronomy,Day,Higher educationÑdoctorate,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",no,no,yes,yes,male,no,24,no,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout
Single,8,1,Tourism,Day,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,no,no,no,yes,male,no,18,no,0,5,6,5,12,0,0,5,8,3,11.33333333,0,12.7,3.7,-1.7,Enrolled
Married,12,1,Social Service (evening attendance),Evening ,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",yes,no,no,yes,female,no,33,no,0,6,7,6,11,0,0,6,11,5,11,0,9.4,-0.8,-3.12,Graduate
